wall,7,7
wall,7,8
wall,7,9
wall,7,10
wall,7,11
wall,7,12
wall,7,13
wall,7,14
wall,7,15
wall,7,16
wall,7,17
wall,8,17
wall,8,16
wall,8,15
wall,8,14
wall,8,13
wall,8,12
wall,8,11
wall,8,10
wall,8,9
wall,8,8
wall,8,7
wall,10,7
wall,10,8
wall,10,9
wall,10,10
wall,10,11
wall,10,12
wall,10,13
wall,10,14
wall,10,15
wall,10,16
wall,10,17
wall,11,17
wall,11,16
wall,11,15
wall,11,14
wall,11,13
wall,11,12
wall,11,11
wall,11,10
wall,11,9
wall,11,8
wall,11,7
wall,13,7
wall,13,8
wall,13,9
wall,13,10
wall,13,11
wall,13,12
wall,13,13
wall,13,14
wall,13,15
wall,13,16
wall,13,17
wall,14,17
wall,14,16
wall,15,16
wall,15,15
wall,15,14
wall,15,13
wall,15,12
wall,14,11
wall,14,10
wall,14,9
wall,14,8
wall,14,7
wall,15,7
wall,15,8
wall,15,9
wall,15,10
wall,15,11
wall,14,13
wall,14,14
wall,14,15
wall,14,12
wall,15,17
wall,17,7
wall,17,8
wall,17,9
wall,17,10
wall,17,11
wall,17,12
wall,17,13
wall,17,14
wall,17,15
wall,17,16
wall,17,17
wall,18,17
wall,18,16
wall,18,15
wall,18,14
wall,18,13
wall,18,12
wall,18,11
wall,18,10
wall,18,9
wall,18,8
wall,18,7
wall,21,7
wall,21,8
wall,21,9
wall,21,10
wall,21,11
wall,21,12
wall,21,13
wall,21,14
wall,21,15
wall,21,16
wall,21,17
wall,22,17
wall,22,16
wall,22,15
wall,22,14
wall,22,13
wall,22,12
wall,22,11
wall,22,10
wall,22,9
wall,22,8
wall,22,7
wall,7,20
wall,8,20
wall,9,20
wall,10,20
wall,11,20
wall,12,20
wall,12,21
wall,11,21
wall,10,21
wall,9,21
wall,8,21
wall,7,21
wall,7,23
wall,8,23
wall,9,23
wall,10,23
wall,11,23
wall,12,23
wall,13,23
wall,12,24
wall,11,24
wall,10,24
wall,9,24
wall,8,24
wall,7,24
wall,13,24
wall,13,21
wall,13,20
wall,7,26
wall,8,26
wall,9,26
wall,10,26
wall,11,26
wall,12,26
wall,13,26
wall,13,27
wall,12,27
wall,11,27
wall,10,27
wall,9,27
wall,8,27
wall,7,27
wall,7,29
wall,8,29
wall,9,29
wall,10,29
wall,11,29
wall,12,29
wall,13,29
wall,13,30
wall,12,30
wall,11,30
wall,10,30
wall,9,30
wall,8,30
wall,7,30
wall,15,20
wall,16,20
wall,17,20
wall,18,20
wall,19,20
wall,20,20
wall,20,21
wall,19,21
wall,18,21
wall,17,21
wall,16,21
wall,15,21
wall,14,23
wall,15,23
wall,16,23
wall,17,23
wall,18,23
wall,19,23
wall,20,23
wall,20,24
wall,19,24
wall,18,24
wall,17,24
wall,16,24
wall,15,24
wall,14,24
wall,15,26
wall,16,26
wall,17,26
wall,18,26
wall,19,26
wall,20,26
wall,19,27
wall,18,27
wall,17,27
wall,16,27
wall,15,27
wall,20,27
wall,14,29
wall,15,29
wall,16,29
wall,17,29
wall,18,29
wall,19,29
wall,20,29
wall,20,30
wall,19,30
wall,18,30
wall,17,30
wall,16,30
wall,15,30
wall,14,30
wall,24,7
wall,24,8
wall,24,9
wall,24,10
wall,24,11
wall,24,12
wall,24,13
wall,24,14
wall,24,15
wall,24,16
wall,24,17
wall,25,17
wall,25,16
wall,25,15
wall,25,14
wall,25,13
wall,25,12
wall,25,11
wall,25,10
wall,25,9
wall,25,8
wall,25,7
wall,24,22
wall,24,23
wall,24,24
wall,24,25
wall,24,26
wall,24,27
wall,24,28
wall,24,29
wall,25,29
wall,25,28
wall,25,27
wall,25,26
wall,25,25
wall,25,24
wall,25,23
wall,25,22
target,8,19
target,11,6
target,12,12
target,12,22
target,16,13
target,21,23
target,26,9
target,32,15
target,32,33
spawn,6,32
